borrower_id,first_name,last_name,age,gender,marital_status,distance_from_branch_miles,education_level,occupation_sector,num_previous_lenders,total_employment_years,account_open_date,default_flag
4565,Kenneth,Martin,45,Male,Married,2,Some College,Medical,9,22,2004-01-01,0
4566,Sandra,Brown,47,Female,Married,2,Some College,Other,1,28.6,1998-01-01,1
4568,Michael,Williams,30,Male,Married,7,Bachelor's,Life Sciences,1,5,2019-01-01,0
4569,John,Johnson,41,Male,Divorced,10,Master's,Human Resources,3,23,2003-01-01,0
4570,Matthew,Hernandez,38,Male,Divorced,9,Some College,Life Sciences,2,11,2019-01-01,0
4571,Robert,Jones,35,Male,Divorced,1,Master's,Life Sciences,1,7,2016-12-31,0
4572,John,Anderson,33,Male,Married,23,Some College,Life Sciences,3,8,2023-01-01,1
4574,Kenneth,Wilson,39,Male,Single,23,Bachelor's,Medical,0,6,2019-01-01,1
4575,Jennifer,Brown,25,Female,Single,20,Bachelor's,Life Sciences,1,7.7,2016-12-31,0
4577,John,Martinez,22,Male,Married,10,Bachelor's,Medical,0,3,2022-01-01,0
4578,Matthew,Gonzalez,24,Male,Single,3,No Degree,Technical Degree,0,7.7,2017-12-31,0
4579,Michael,Martin,24,Male,Married,6,Bachelor's,Other,0,8,2016-12-31,0
4580,Margaret,Davis,38,Female,Married,25,Some College,Life Sciences,3,20.9,2014-01-01,0
4582,James,Anderson,30,Male,Married,7,Bachelor's,Life Sciences,1,13,2011-01-01,0
4583,Matthew,Anderson,51,Male,Married,6,Some College,Marketing,2,14.3,2016-12-31,1
4584,Margaret,Martin,36,Female,Single,3,Master's,Marketing,3,15,2019-01-01,0
4585,Donna,Brown,36,Female,Married,5,Master's,Life Sciences,9,6.6,2023-01-01,0
4586,Christopher,Smith,22,Male,Divorced,29,No Degree,Medical,1,6,2017-12-31,0
4587,Sandra,Taylor,30,Female,Married,3,Master's,Medical,1,8.8,2016-01-01,0
4588,Christopher,Jackson,37,Male,Single,9,Bachelor's,Life Sciences,2,23.1,2017-12-31,0
4589,Richard,Brown,27,Male,Married,6,No Degree,Medical,1,1,2023-01-01,1
4591,Kenneth,Williams,26,Male,Married,21,Bachelor's,Medical,1,5.5,2019-01-01,0
4592,Emily,Miller,27,Female,Single,17,Master's,Life Sciences,1,8.8,2016-01-01,1
4593,Andrew,Jones,31,Male,Married,2,Master's,Life Sciences,1,6,2019-01-01,0
4595,Daniel,Wilson,38,Male,Divorced,2,Bachelor's,Medical,2,8,2020-12-31,0
4597,Sandra,Garcia,35,Female,Married,1,Master's,Life Sciences,6,8,2017-12-31,0
4599,Patricia,Johnson,32,Female,Married,1,Master's,Marketing,1,14,2009-12-31,0
4600,Barbara,Martinez,34,Female,Single,15,Some College,Medical,1,11,2014-01-01,0
4603,Karen,Jackson,28,Female,Single,12,Bachelor's,Technical Degree,0,6.6,2019-01-01,0
4604,Paul,Jones,27,Male,Divorced,10,Some College,Life Sciences,1,9.9,2015-01-01,0
4605,Barbara,Thomas,29,Female,Divorced,1,Bachelor's,Life Sciences,3,9,2016-12-31,0
4608,Daniel,Smith,59,Male,Single,18,Master's,Medical,6,25,2015-01-01,0
4609,Steven,Jackson,53,Male,Married,4,Master's,Life Sciences,0,4.4,2020-12-31,0
4610,William,Johnson,34,Male,Married,8,Some College,Technical Degree,1,10,2014-01-01,0
4611,Jessica,Taylor,50,Female,Married,1,Bachelor's,Life Sciences,0,20.9,2006-01-01,1
4612,Paul,Johnson,40,Male,Married,1,Some College,Medical,2,6.6,2020-01-01,0
4613,Anthony,Lopez,20,Male,Single,10,No Degree,Medical,1,1,2023-01-01,1
4614,Richard,Miller,41,Male,Divorced,25,Bachelor's,Medical,5,19.8,2023-01-01,0
4615,Susan,Williams,34,Female,Married,20,Bachelor's,Technical Degree,0,2,2023-01-01,0
4616,Lisa,Miller,35,Female,Married,7,Master's,Life Sciences,1,10,2014-01-01,0
4618,Kenneth,Hernandez,23,Male,Married,1,Some College,Life Sciences,1,1.1,2023-01-01,0
4619,Andrew,Jackson,40,Male,Single,8,Bachelor's,Life Sciences,4,8,2024-01-01,0
4620,Christopher,Martin,29,Male,Single,5,Bachelor's,Medical,0,11,2015-01-01,0
4621,Thomas,Wilson,43,Male,Married,8,Master's,Other,9,12,2014-01-01,0
4622,Christopher,Garcia,37,Male,Divorced,1,Master's,Life Sciences,1,7,2016-12-31,0
4623,Michael,Anderson,35,Male,Single,5,Some College,Technical Degree,0,7,2017-12-31,0
4624,Patricia,Thomas,41,Female,Single,7,Some College,Medical,6,8,2022-01-01,0
4625,Jessica,Smith,49,Female,Married,22,Master's,Other,3,27,2020-01-01,0
4626,Joseph,Davis,33,Male,Divorced,5,Bachelor's,Life Sciences,4,9.9,2020-12-31,0
4627,Mark,Martin,37,Male,Married,6,Master's,Medical,4,7,2019-01-01,0
4628,Richard,Davis,25,Male,Single,2,Bachelor's,Life Sciences,1,5.5,2019-01-01,0
4629,Donald,Hernandez,29,Male,Married,13,Some College,Other,4,10,2020-01-01,0
4630,Matthew,Miller,29,Male,Single,1,Bachelor's,Technical Degree,0,7,2017-12-31,0
4631,Matthew,Garcia,45,Male,Married,28,Bachelor's,Technical Degree,4,8,2019-01-01,0
4632,James,Lopez,35,Male,Single,9,Master's,Medical,1,11,2014-01-01,0
4633,James,Williams,40,Male,Single,9,Some College,Other,8,26.4,2023-01-01,0
4634,Nancy,Smith,29,Female,Single,8,Doctoral/Professional,Life Sciences,3,9,2020-12-31,0
4635,Kimberly,Brown,30,Female,Married,9,Master's,Life Sciences,1,6.6,2017-12-31,0
4636,William,Martinez,42,Male,Divorced,12,Master's,Marketing,3,15.4,2024-01-01,0
4638,Andrew,Lopez,28,Male,Divorced,29,Master's,Life Sciences,8,8.8,2020-01-01,0
4640,Susan,Miller,31,Female,Divorced,4,Bachelor's,Medical,8,4.4,2022-01-01,0
4642,Jessica,Rodriguez,30,Female,Single,2,Bachelor's,Medical,0,13.2,2012-12-31,0
4643,Elizabeth,Hernandez,39,Female,Single,20,Some College,Marketing,1,4,2020-01-01,1
4645,Elizabeth,Miller,45,Female,Married,26,Master's,Life Sciences,3,29.7,2019-01-01,0
4646,Mary,Garcia,37,Female,Married,1,No Degree,Life Sciences,1,23.1,2003-01-01,0
4647,Charles,Brown,30,Male,Single,2,Master's,Life Sciences,1,1,2023-01-01,1
4648,James,Jones,45,Male,Married,2,Bachelor's,Other,0,9.9,2016-01-01,0
4650,Christopher,Miller,42,Male,Single,10,Master's,Life Sciences,1,6,2017-12-31,1
4651,Karen,Anderson,51,Female,Married,2,Bachelor's,Marketing,2,30,2008-12-31,0
4652,Joseph,Lopez,51,Male,Married,8,Bachelor's,Marketing,5,30.8,2022-01-01,0
4653,Daniel,Garcia,34,Male,Married,26,Master's,Life Sciences,6,11,2020-12-31,0
4654,Steven,Martin,35,Male,Single,25,Some College,Other,4,9,2020-12-31,0
4655,Anthony,Williams,34,Male,Married,1,Some College,Life Sciences,1,18,2006-01-01,0
4656,Michael,Jones,56,Male,Single,2,Bachelor's,Technical Degree,4,7,2023-01-01,1
4657,Barbara,Miller,38,Female,Divorced,26,Bachelor's,Medical,1,20,2004-01-01,0
4658,Susan,Moore,26,Female,Single,8,Some College,Life Sciences,1,5,2019-01-01,1
4659,Matthew,Lopez,38,Male,Married,9,Doctoral/Professional,Life Sciences,9,5,2020-12-31,0
4661,Margaret,Davis,50,Female,Married,2,No Degree,Marketing,1,33,1992-01-01,1
4662,Patricia,Martin,35,Female,Married,7,Master's,Life Sciences,1,11,2014-01-01,0
4663,Andrew,Miller,25,Male,Single,2,Bachelor's,Medical,2,6,2020-01-01,0
4664,Paul,Martinez,31,Male,Divorced,1,Some College,Medical,1,1,2023-01-01,0
4665,William,Hernandez,35,Male,Married,8,No Degree,Life Sciences,1,1.1,2023-01-01,0
4666,Joseph,Johnson,50,Male,Married,1,Some College,Life Sciences,2,26,2015-01-01,0
4667,Charles,Jones,37,Male,Married,7,Some College,Medical,1,21,2003-01-01,0
4668,Steven,Jackson,33,Male,Married,23,Master's,Medical,0,6.6,2019-01-01,0
4669,Ashley,Miller,46,Female,Married,2,Bachelor's,Marketing,8,28,1998-01-01,0
4670,Jennifer,Thomas,24,Female,Divorced,23,Bachelor's,Life Sciences,1,3.3,2020-12-31,0
4672,Elizabeth,Taylor,39,Female,Married,12,Bachelor's,Technical Degree,1,25.3,2001-12-31,1
4673,Matthew,Taylor,49,Male,Single,21,Master's,Marketing,0,11,2014-01-01,0
4674,Daniel,Thomas,46,Male,Divorced,5,Some College,Medical,8,17.6,2020-01-01,0
4675,Dorothy,Anderson,41,Female,Married,7,Some College,Technical Degree,1,11,2014-01-01,0
4676,David,Hernandez,42,Male,Married,10,Master's,Other,2,9,2020-01-01,0
4677,Daniel,Taylor,57,Male,Single,18,Master's,Medical,6,27.5,2015-01-01,0
4679,Ashley,Rodriguez,27,Female,Married,2,No Degree,Life Sciences,0,4,2020-12-31,0
4680,Emily,Gonzalez,53,Female,Single,1,No Degree,Medical,7,19.8,2009-12-31,0
4681,Andrew,Johnson,51,Male,Divorced,9,Bachelor's,Life Sciences,4,34.1,1995-01-01,0
4682,Richard,Davis,44,Male,Married,3,Bachelor's,Life Sciences,4,10,2020-12-31,1
4683,Susan,Anderson,35,Female,Single,27,No Degree,Medical,1,6,2017-12-31,0
4684,Jessica,Gonzalez,36,Female,Married,16,Master's,Marketing,4,12.1,2020-12-31,0
4688,Nancy,Rodriguez,60,Female,Married,28,Bachelor's,Marketing,4,24.2,2006-01-01,0
4690,William,Williams,36,Male,Married,14,No Degree,Life Sciences,0,18.7,2008-01-01,0
4691,Thomas,Anderson,29,Male,Married,1,Bachelor's,Life Sciences,1,11,2014-01-01,0
4693,Joseph,Jackson,36,Male,Married,13,Bachelor's,Human Resources,4,8.8,2019-01-01,0
4694,Patricia,Anderson,25,Female,Married,16,Master's,Technical Degree,9,4.4,2022-01-01,0
4695,Dorothy,Martin,42,Female,Divorced,1,Master's,Life Sciences,3,8,2019-01-01,0
4696,Christopher,Wilson,34,Male,Divorced,10,Bachelor's,Life Sciences,1,1,2023-01-01,0
4697,Sandra,Anderson,24,Female,Divorced,1,Some College,Life Sciences,3,5.5,2022-01-01,0
4698,Anthony,Wilson,38,Male,Single,16,Master's,Medical,6,10,2023-01-01,0
4702,Elizabeth,Anderson,49,Female,Married,20,Master's,Medical,1,16,2008-12-31,0
4703,Jessica,Rodriguez,21,Female,Single,12,Bachelor's,Life Sciences,1,1,2023-01-01,1
4704,Jennifer,Lopez,47,Female,Married,2,Master's,Medical,3,26,2004-01-01,0
4705,Robert,Martinez,40,Male,Single,23,Some College,Life Sciences,1,22,2004-01-01,0
4706,Dorothy,Taylor,32,Female,Divorced,26,No Degree,Technical Degree,1,5,2019-01-01,0
4707,Kimberly,Williams,49,Female,Single,10,Master's,Life Sciences,9,22,2020-12-31,0
4708,Sarah,Davis,52,Female,Single,1,Bachelor's,Medical,6,29,2004-01-01,0
4709,Linda,Brown,36,Female,Married,1,Master's,Medical,0,4,2020-12-31,0
4712,Susan,Hernandez,34,Female,Married,5,Master's,Life Sciences,4,9,2020-12-31,0
4713,Richard,Hernandez,29,Male,Married,2,Bachelor's,Human Resources,3,9,2022-01-01,0
4714,Charles,Martinez,42,Male,Single,5,Bachelor's,Life Sciences,3,7,2019-01-01,0
4715,Sarah,Miller,32,Female,Married,20,Bachelor's,Technical Degree,0,2.2,2023-01-01,0
4716,Donna,Jones,30,Female,Divorced,2,No Degree,Life Sciences,1,1.1,2023-01-01,0
4717,Paul,Rodriguez,45,Male,Married,10,Some College,Life Sciences,3,8,2022-01-01,0
4718,James,Martinez,28,Male,Married,29,No Degree,Life Sciences,1,8.8,2016-01-01,0
4719,Karen,Lopez,25,Female,Married,22,Bachelor's,Human Resources,1,1,2023-01-01,1
4720,Matthew,Gonzalez,29,Male,Married,3,Master's,Medical,1,11,2014-01-01,0
4721,Andrew,Smith,42,Male,Married,8,Master's,Life Sciences,2,10,2020-12-31,0
4723,William,Gonzalez,53,Male,Married,26,Master's,Human Resources,4,38.5,2014-01-01,0
4724,Joseph,Davis,33,Male,Married,8,Master's,Life Sciences,2,8,2022-01-01,0
4725,Richard,Thomas,37,Male,Married,10,Doctoral/Professional,Medical,2,11,2016-12-31,0
4726,Jessica,Taylor,42,Female,Married,7,Master's,Medical,3,24,2001-12-31,0
4727,Andrew,Moore,44,Male,Divorced,2,Master's,Technical Degree,2,13.2,2017-12-31,0
4730,Lisa,Miller,34,Female,Married,1,Master's,Medical,0,4.4,2020-12-31,0
4731,Margaret,Wilson,46,Female,Divorced,1,Some College,Marketing,1,26.4,2000-01-01,0
4732,Susan,Anderson,35,Female,Single,27,No Degree,Medical,1,6.6,2017-12-31,0
4733,Mark,Moore,19,Male,Single,9,Some College,Medical,1,3.3,2020-12-31,1
4735,Barbara,Jackson,41,Female,Divorced,8,Master's,Other,4,8.8,2019-01-01,0
4736,William,Martinez,50,Male,Divorced,29,Master's,Life Sciences,2,17.6,2015-01-01,0
4737,Mary,Thomas,31,Female,Married,3,Master's,Life Sciences,1,8,2016-01-01,0
4738,Nancy,Hernandez,32,Female,Single,24,Master's,Medical,0,16,2008-12-31,1
4740,Anthony,Gonzalez,42,Male,Married,10,Master's,Technical Degree,3,11,2017-12-31,0
4742,Christopher,Jackson,40,Male,Divorced,9,Master's,Medical,8,3.3,2023-01-01,0
4743,James,Jackson,32,Male,Divorced,10,Master's,Life Sciences,1,9,2015-01-01,0
4745,Barbara,Hernandez,53,Female,Single,23,Master's,Life Sciences,6,36.3,2012-01-01,0
4746,Andrew,Martin,44,Male,Divorced,2,Master's,Medical,7,26.4,2022-01-01,0
4747,Donna,Jackson,28,Female,Divorced,3,Bachelor's,Medical,0,11,2015-01-01,0
4748,Betty,Gonzalez,31,Female,Married,20,Some College,Marketing,1,9,2015-01-01,0
4749,Richard,Gonzalez,32,Male,Married,19,Bachelor's,Life Sciences,3,11,2020-01-01,0
4750,Robert,Moore,49,Male,Married,8,Master's,Technical Degree,6,24.2,2015-01-01,0
4751,Matthew,Miller,32,Male,Divorced,5,Some College,Life Sciences,0,7,2017-12-31,0
4752,Donald,Brown,21,Male,Single,20,No Degree,Life Sciences,0,5,2020-01-01,0
4753,Christopher,Jackson,57,Male,Married,1,Some College,Life Sciences,0,14.3,2012-01-01,0
4754,Mark,Martinez,30,Male,Single,1,No Degree,Life Sciences,1,1.1,2023-01-01,0
4756,Linda,Moore,34,Female,Single,1,Doctoral/Professional,Medical,4,7,2023-01-01,0
4757,David,Johnson,36,Male,Single,2,Master's,Medical,4,16,2012-12-31,0
4759,James,Garcia,31,Male,Single,1,Master's,Medical,1,1,2023-01-01,0
4760,Richard,Williams,46,Male,Married,3,No Degree,Marketing,3,23,2012-01-01,0
4761,Matthew,Martinez,40,Male,Divorced,9,Master's,Medical,8,3,2023-01-01,0
4763,Thomas,Taylor,48,Male,Married,9,Bachelor's,Marketing,4,29.7,2023-01-01,0
4765,Patricia,Lopez,32,Female,Single,8,Some College,Medical,3,11,2019-01-01,1
4766,Dorothy,Smith,33,Female,Single,1,Master's,Life Sciences,3,7.7,2022-01-01,0
4767,Elizabeth,Hernandez,31,Female,Single,5,Bachelor's,Marketing,1,1,2023-01-01,1
4768,Anthony,Gonzalez,40,Male,Divorced,18,Master's,Life Sciences,6,9.9,2020-01-01,0
4769,Elizabeth,Brown,48,Female,Married,28,Bachelor's,Life Sciences,4,27.5,2020-12-31,0
4773,Richard,Jones,39,Male,Single,23,Some College,Life Sciences,3,23.1,2022-01-01,0
4774,Richard,Martinez,48,Male,Married,29,Master's,Life Sciences,0,30.8,1996-12-31,0
4775,Anthony,Thomas,36,Male,Married,10,Bachelor's,Life Sciences,7,16.5,2012-01-01,1
4776,David,Martin,50,Male,Married,20,Doctoral/Professional,Medical,2,32,1993-12-31,0
4777,Andrew,Martinez,31,Male,Married,22,Some College,Marketing,0,8.8,2016-12-31,0
4778,Andrew,Miller,24,Male,Married,1,Bachelor's,Medical,2,6,2022-01-01,0
4779,Steven,Anderson,35,Male,Married,28,Bachelor's,Life Sciences,1,11,2014-01-01,0
4780,Charles,Miller,22,Male,Divorced,16,Some College,Medical,1,1,2023-01-01,0
4781,James,Jones,45,Male,Married,5,Doctoral/Professional,Life Sciences,4,23.1,2020-12-31,0
4782,Sandra,Williams,44,Female,Married,2,No Degree,Life Sciences,1,10,2014-01-01,0
4783,Betty,Martin,43,Female,Single,4,Master's,Marketing,3,23,2003-01-01,0
4785,Christopher,Jackson,40,Male,Married,6,Bachelor's,Medical,9,18,2011-01-01,0
4787,Sandra,Jackson,40,Female,Single,14,Some College,Medical,7,11,2019-01-01,0
4788,John,Williams,35,Male,Single,7,Master's,Medical,4,16,2019-01-01,1
4789,Thomas,Anderson,38,Male,Divorced,3,Bachelor's,Life Sciences,0,17,2008-01-01,0
4793,Joseph,Garcia,30,Male,Married,11,Master's,Other,8,6,2020-01-01,1
4796,Elizabeth,Jackson,37,Female,Divorced,1,Master's,Medical,2,16.5,2019-01-01,0
4797,Linda,Gonzalez,32,Female,Divorced,23,Bachelor's,Human Resources,9,11,2020-12-31,0
4798,John,Davis,27,Male,Married,1,No Degree,Technical Degree,5,6,2022-01-01,0
4799,David,Rodriguez,36,Male,Divorced,12,Bachelor's,Life Sciences,2,14.3,2020-01-01,0
4800,Paul,Martinez,31,Male,Married,1,Bachelor's,Life Sciences,1,11,2014-01-01,0
4801,Jennifer,Miller,37,Female,Married,21,Master's,Life Sciences,6,11,2020-12-31,0
4802,Donald,Wilson,38,Male,Married,2,Doctoral/Professional,Medical,6,6,2023-01-01,0
4803,Kimberly,Brown,52,Female,Married,28,Some College,Medical,2,24,2019-01-01,0
4806,Christopher,Wilson,45,Male,Married,1,Bachelor's,Other,0,27.5,2000-01-01,0
4807,Mark,Garcia,34,Male,Single,11,Bachelor's,Life Sciences,1,6.6,2017-12-31,0
4808,Sarah,Miller,25,Female,Married,23,No Degree,Medical,1,9.9,2015-01-01,1
4810,Mark,Smith,33,Male,Married,16,Bachelor's,Marketing,0,12,2012-12-31,0
4811,Jennifer,Anderson,37,Female,Married,1,Bachelor's,Life Sciences,1,15.4,2009-12-31,0
4812,Betty,Hernandez,51,Female,Married,2,Doctoral/Professional,Technical Degree,0,34,1991-01-01,1
4813,Matthew,Miller,34,Male,Divorced,2,Master's,Life Sciences,3,14,2016-12-31,0
4815,Mary,Rodriguez,54,Female,Married,9,Bachelor's,Medical,2,19.8,2019-01-01,0
4816,Linda,Jones,30,Female,Married,28,Some College,Medical,1,12.1,2014-01-01,0
4817,Christopher,Anderson,32,Male,Married,2,No Degree,Life Sciences,1,10,2014-01-01,0
4818,Donald,Anderson,32,Male,Single,3,No Degree,Life Sciences,0,7,2017-12-31,1
4819,Jennifer,Williams,42,Female,Single,17,Some College,Life Sciences,3,10,2020-12-31,0
4820,Paul,Davis,19,Male,Single,21,Bachelor's,Other,1,1,2023-01-01,1
4821,Sandra,Jones,58,Female,Married,23,Master's,Medical,1,40,1984-01-01,1
4822,Donald,Rodriguez,23,Male,Married,7,No Degree,Medical,1,2,2022-01-01,0
4823,David,Garcia,53,Male,Married,6,Some College,Marketing,2,14.3,2016-12-31,1
4825,Michael,Garcia,26,Male,Married,6,Bachelor's,Other,0,8.8,2016-12-31,0
4826,Karen,Brown,22,Female,Married,8,No Degree,Medical,1,1.1,2023-01-01,1
4827,Kimberly,Gonzalez,29,Female,Married,3,Some College,Medical,1,6.6,2017-12-31,0
4828,David,Williams,39,Male,Married,6,No Degree,Medical,4,9.9,2016-12-31,1
4829,James,Rodriguez,36,Male,Married,26,Master's,Life Sciences,6,11,2020-12-31,0
4830,Barbara,Anderson,20,Female,Single,9,Bachelor's,Marketing,1,2.2,2022-01-01,1
4831,Daniel,Garcia,19,Male,Single,22,No Degree,Marketing,1,0,2024-01-01,0
4832,Susan,Johnson,41,Female,Married,2,Doctoral/Professional,Life Sciences,7,22,2006-01-01,1
4833,Kimberly,Miller,28,Female,Single,18,Bachelor's,Life Sciences,1,5.5,2019-01-01,0
4834,Mark,Johnson,33,Male,Divorced,10,Doctoral/Professional,Marketing,0,11,2015-01-01,0
4835,Steven,Brown,23,Male,Divorced,2,No Degree,Life Sciences,1,7,2016-12-31,0
4836,Betty,Martinez,45,Female,Married,25,Some College,Life Sciences,0,10,2015-01-01,0
4837,Mark,Johnson,41,Male,Divorced,27,Bachelor's,Technical Degree,5,8,2017-12-31,0
4838,Kenneth,Smith,35,Male,Married,16,Bachelor's,Life Sciences,4,10,2016-01-01,0
4839,John,Gonzalez,31,Male,Married,2,Bachelor's,Life Sciences,6,7.7,2022-01-01,1
4840,Richard,Davis,31,Male,Divorced,10,No Degree,Medical,7,8.8,2020-01-01,1
4844,James,Smith,35,Male,Single,4,Master's,Life Sciences,1,9,2015-01-01,0
4845,Lisa,Miller,40,Female,Divorced,2,Bachelor's,Medical,0,10,2015-01-01,0
4846,Jennifer,Davis,34,Female,Single,15,Some College,Medical,1,10,2014-01-01,0
4848,David,Johnson,31,Male,Divorced,8,Some College,Life Sciences,1,13,2011-01-01,1
4849,Anthony,Taylor,35,Male,Married,4,No Degree,Life Sciences,7,8.8,2017-12-31,0
4850,Michael,Hernandez,31,Male,Married,2,Some College,Life Sciences,0,3,2022-01-01,1
4851,Christopher,Moore,47,Male,Divorced,18,Master's,Life Sciences,1,34.1,1992-12-31,0
4852,Richard,Martin,44,Male,Married,9,Some College,Life Sciences,1,8.8,2016-01-01,0
4854,Matthew,Wilson,50,Male,Divorced,29,Master's,Life Sciences,2,16,2015-01-01,1
4855,Linda,Davis,43,Female,Married,25,Some College,Life Sciences,0,10,2015-01-01,0
4856,Richard,Brown,34,Male,Married,3,Bachelor's,Technical Degree,1,13.2,2012-12-31,0
4857,Nancy,Hernandez,33,Female,Married,9,Bachelor's,Life Sciences,1,18.7,2007-01-01,0
4859,Betty,Hernandez,37,Female,Married,3,Bachelor's,Human Resources,9,12,2016-01-01,0
4860,Mary,Gonzalez,32,Female,Married,10,Master's,Life Sciences,1,1.1,2023-01-01,1
4861,Richard,Anderson,29,Male,Divorced,19,Bachelor's,Life Sciences,1,10,2014-01-01,0
4862,Joseph,Williams,32,Male,Married,11,Bachelor's,Life Sciences,4,15.4,2014-01-01,0
4864,Nancy,Johnson,41,Female,Divorced,4,No Degree,Marketing,0,23,2001-12-31,0
4865,Jennifer,Miller,32,Female,Single,3,Some College,Life Sciences,3,10,2016-12-31,0
4866,Anthony,Martinez,37,Male,Divorced,8,Some College,Other,2,19,2014-01-01,0
4867,Donna,Thomas,50,Female,Married,2,Bachelor's,Medical,2,35.2,2022-01-01,0
4868,Michael,Moore,40,Male,Single,25,Master's,Marketing,2,9.9,2019-01-01,1
4870,Sarah,Brown,45,Female,Married,26,Master's,Life Sciences,3,27,2019-01-01,0
4871,Donna,Hernandez,41,Female,Single,7,Some College,Medical,6,8.8,2022-01-01,0
4872,Betty,Jones,49,Female,Married,11,Bachelor's,Marketing,1,9,2015-01-01,1
4873,Christopher,Garcia,34,Male,Divorced,1,Master's,Marketing,0,16,2008-12-31,0
4874,Christopher,Thomas,48,Male,Single,1,Some College,Life Sciences,9,23,2023-01-01,1
4875,Robert,Hernandez,35,Male,Divorced,6,Master's,Human Resources,4,7,2020-12-31,1
4876,Mary,Martin,19,Female,Single,18,No Degree,Other,1,1,2023-01-01,1
4877,Emily,Anderson,30,Female,Single,9,Bachelor's,Medical,7,11,2019-01-01,1
4878,Betty,Taylor,35,Female,Married,18,Master's,Marketing,0,5.5,2020-01-01,1
4879,Joseph,Taylor,25,Male,Single,3,Master's,Medical,0,5.5,2020-01-01,0
4880,Emily,Smith,45,Female,Single,27,Some College,Life Sciences,4,8,2019-01-01,1
4881,Jessica,Smith,46,Female,Divorced,3,Bachelor's,Technical Degree,2,25,2004-12-31,0
4882,Donna,Brown,24,Female,Married,6,Bachelor's,Life Sciences,1,3,2020-12-31,0
4883,Thomas,Davis,33,Male,Married,11,Some College,Medical,2,11,2020-01-01,1
4884,Margaret,Davis,38,Female,Married,2,Some College,Medical,1,8.8,2016-01-01,1
4885,Donna,Williams,49,Female,Single,3,Bachelor's,Medical,3,21,2016-12-31,0
4886,John,Jones,40,Male,Single,8,Bachelor's,Life Sciences,4,8.8,2024-01-01,0
4887,Daniel,Thomas,39,Male,Married,10,No Degree,Medical,1,21,2003-01-01,0
4888,Karen,Miller,30,Female,Married,4,Some College,Life Sciences,2,6,2020-01-01,0
4889,William,Gonzalez,37,Male,Divorced,8,Some College,Other,2,20.9,2014-01-01,0
4890,Richard,Johnson,40,Male,Divorced,16,Some College,Life Sciences,9,6,2020-01-01,0
4891,Joseph,Martin,30,Male,Single,9,Some College,Medical,1,10,2014-01-01,0
4892,Mark,Hernandez,34,Male,Single,2,Some College,Life Sciences,2,5,2020-12-31,0
4893,Barbara,Rodriguez,34,Female,Single,16,Master's,Life Sciences,1,6,2019-01-01,0
4894,Lisa,Johnson,40,Female,Married,8,Some College,Life Sciences,2,18,2023-01-01,0
4895,Steven,Wilson,34,Male,Divorced,1,Master's,Marketing,0,17.6,2008-12-31,0
4896,Karen,Smith,30,Female,Married,9,Master's,Life Sciences,1,6,2017-12-31,0
4897,Joseph,Hernandez,31,Male,Single,9,Some College,Medical,0,4.4,2020-12-31,0
4899,Richard,Moore,19,Male,Single,3,Some College,Medical,1,3,2020-12-31,0
4900,John,Davis,33,Male,Single,1,Bachelor's,Medical,1,3,2020-12-31,0
4901,Joseph,Martin,55,Male,Single,2,No Degree,Medical,4,13.2,2015-01-01,1
4902,Matthew,Taylor,46,Male,Divorced,7,Bachelor's,Marketing,4,15,2022-01-01,0
4906,Jennifer,Miller,23,Female,Single,26,No Degree,Medical,1,6.6,2017-12-31,0
4907,John,Jones,21,Male,Single,3,Some College,Medical,1,3,2020-12-31,0
4908,Richard,Jones,40,Male,Single,4,Master's,Marketing,7,9,2017-12-31,0
4909,Robert,Garcia,34,Male,Married,1,Doctoral/Professional,Life Sciences,1,10,2014-01-01,0
4910,Andrew,Moore,31,Male,Divorced,4,Bachelor's,Technical Degree,5,12.1,2015-01-01,0
4911,Susan,Davis,27,Female,Married,15,Bachelor's,Life Sciences,0,8.8,2016-12-31,0
4912,Steven,Williams,39,Male,Married,12,Master's,Life Sciences,3,6,2023-01-01,0
4913,Anthony,Anderson,31,Male,Married,1,Master's,Medical,0,6,2019-01-01,0
4914,Thomas,Garcia,38,Male,Married,1,Master's,Other,0,7,2017-12-31,0
4915,Richard,Davis,33,Male,Divorced,5,Bachelor's,Life Sciences,4,9,2020-12-31,0
4916,Margaret,Garcia,28,Female,Single,9,Some College,Medical,7,11,2016-01-01,0
4917,Kenneth,Davis,36,Male,Single,4,Master's,Life Sciences,1,11,2014-01-01,0
4918,Karen,Martinez,25,Female,Married,23,No Degree,Medical,1,9,2015-01-01,1
4919,Andrew,Anderson,44,Male,Married,1,Doctoral/Professional,Human Resources,4,15.4,2014-01-01,0
4920,Richard,Rodriguez,47,Male,Single,25,Bachelor's,Medical,2,27.5,2007-01-01,0
4921,Ashley,Williams,29,Female,Single,3,Bachelor's,Life Sciences,1,7,2016-12-31,1
4922,Nancy,Gonzalez,32,Female,Divorced,3,Bachelor's,Life Sciences,1,11,2012-12-31,0
4923,Betty,Garcia,46,Female,Married,1,Master's,Life Sciences,7,21,2020-12-31,0
4924,Ashley,Anderson,50,Female,Married,25,Master's,Medical,3,34.1,2015-01-01,0
4926,Kenneth,Wilson,33,Male,Single,5,Master's,Technical Degree,0,17,2008-01-01,0
4929,Anthony,Williams,42,Male,Married,1,Doctoral/Professional,Human Resources,4,14,2014-01-01,0
4930,Thomas,Martin,36,Male,Married,14,Bachelor's,Life Sciences,0,11,2015-01-01,0
